Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
90,42.87444734573364,50.171518087387085,47.66694784164429,60.23888063430786,71.54480147361755,71.2945146560669,71.60178399085999,71.70240139961243,71.60838532447815,72.04266476631165,71.97753405570984,72.04252624511719,242.2808244228363
91,49.71156287193298,55.69115090370178,52.665000915527344,68.57677698135376,83.25453686714172,85.2724392414093,84.94230651855469,85.05674767494202,83.85921478271484,86.94122767448425,88.85271859169006,88.81927132606506,153.0776331424713
92,48.75610566139221,58.962074756622314,56.18170666694641,71.52028489112854,86.21063113212585,86.13465547561646,86.12086486816406,86.14924550056458,85.99914693832397,85.26497387886047,85.0794153213501,85.20394206047058,357.6456799507141
93,54.35228419303894,66.6026668548584,63.37586569786072,79.11454963684082,97.92761158943176,97.18816113471985,97.68827891349792,97.25550770759583,97.51022171974182,97.02676844596863,97.73977088928223,97.95910668373108,326.4876551628113
94,46.93643808364868,60.80300712585449,59.526554107666016,77.10890746116638,93.55044364929199,95.68902349472046,94.32382583618164,93.21414804458618,91.81548261642456,96.74309039115906,99.20821046829224,94.96211338043213,147.61884880065918
95,48.47940492630005,58.376864433288574,54.36079788208008,72.11058926582336,88.48946166038513,89.01573300361633,88.73190546035767,88.66279554367065,89.06488919258118,89.85696363449097,88.79284644126892,89.61286616325378,152.5623378753662
96,45.02020978927612,53.20779585838318,49.928834199905396,63.42202425003052,74.33352398872375,74.30988907814026,74.50666546821594,74.50925827026367,75.27541208267212,75.31876564025879,75.20588684082031,75.41703581809998,187.3876669406891
97,50.46617674827576,62.77126502990723,62.62499952316284,79.19041156768799,92.56757712364197,95.42280125617981,94.22082042694092,93.85905194282532,95.29040694236755,93.42185187339783,94.53561973571777,95.6999523639679,352.238076210022
98,50.27543234825134,60.939714431762695,58.867095708847046,75.80933570861816,91.72512435913086,91.74302244186401,91.69684720039368,91.70927119255066,91.81675839424133,91.6717836856842,91.15370607376099,89.11171770095825,424.8863170146942
99,49.170929193496704,59.10061001777649,56.71648693084717,72.35055756568909,86.97423028945923,87.12575459480286,87.12158441543579,87.12724995613098,87.03863430023193,86.97471141815186,86.96417498588562,86.49045157432556,272.3004148006439
