Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
50,[1348.0],[1277.0],[307.0],[314.0],[26.0],[1424.0],[441.0],[441.0],[69.0],[441.0],[499.0],[866.0],[1277.0],[69.0],[1044.0],[154.0],[518.0],[218.0],[441.0],[250.0],[614.0],[499.0],[518.0],[261.0],[1061.0],[1395.0],[72.0],[219.0],[1433.0],[591.0],[1424.0],[642.0],[104.0],[719.0],[1037.0],[661.0],[499.0],[499.0],[518.0],[446.0],[810.0],[441.0],[1277.0],[518.0],[1278.0],[1301.0],[1220.0],[996.0],[545.0],[170.0]
51,[507.0],[199.0],[931.0],[901.0],[1046.0],[614.0],[252.0],[1372.0],[1447.0],[1026.0],[1355.0],[507.0],[1044.0],[73.0],[69.0],[270.0],[680.0],[518.0],[312.0],[536.0],[389.0],[12.0],[1027.0],[503.0],[292.0],[771.0],[513.0],[1026.0],[461.0],[739.0],[948.0],[1286.0],[931.0],[1353.0],[1464.0],[551.0],[1313.0],[249.0],[1372.0],[731.0],[618.0],[113.0],[771.0],[1409.0],[931.0],[931.0],[524.0],[1072.0],[1029.0],[1160.0]
52,[199.0],[983.0],[1410.0],[336.0],[1070.0],[661.0],[1073.0],[1044.0],[1277.0],[1424.0],[446.0],[1449.0],[441.0],[1313.0],[1406.0],[920.0],[1176.0],[811.0],[1166.0],[1372.0],[1483.0],[446.0],[1499.0],[725.0],[1228.0],[475.0],[810.0],[1348.0],[1403.0],[1477.0],[1159.0],[1447.0],[69.0],[598.0],[1294.0],[88.0],[446.0],[761.0],[69.0],[247.0],[932.0],[1447.0],[489.0],[955.0],[259.0],[1426.0],[208.0],[1154.0],[1039.0],[1104.0]
53,[518.0],[441.0],[82.0],[1027.0],[444.0],[806.0],[1424.0],[1424.0],[441.0],[661.0],[154.0],[1456.0],[821.0],[396.0],[198.0],[810.0],[69.0],[1236.0],[1424.0],[518.0],[499.0],[1183.0],[69.0],[705.0],[675.0],[249.0],[1483.0],[536.0],[709.0],[1186.0],[661.0],[1361.0],[1277.0],[653.0],[74.0],[499.0],[154.0],[446.0],[445.0],[154.0],[1370.0],[1424.0],[441.0],[69.0],[919.0],[473.0],[843.0],[1277.0],[223.0],[547.0]
54,[292.0],[923.0],[725.0],[518.0],[110.0],[811.0],[1136.0],[249.0],[524.0],[1372.0],[614.0],[403.0],[1083.0],[1159.0],[1277.0],[1123.0],[186.0],[69.0],[1395.0],[1148.0],[1004.0],[403.0],[1243.0],[378.0],[507.0],[1007.0],[1236.0],[891.0],[62.0],[517.0],[1060.0],[409.0],[12.0],[1166.0],[81.0],[252.0],[186.0],[551.0],[771.0],[73.0],[1004.0],[1407.0],[1027.0],[1342.0],[725.0],[1243.0],[811.0],[1029.0],[1395.0],[292.0]
55,[972.0],[1213.0],[911.0],[69.0],[1042.0],[499.0],[1322.0],[661.0],[1424.0],[897.0],[339.0],[322.0],[252.0],[441.0],[1145.0],[932.0],[828.0],[524.0],[271.0],[69.0],[446.0],[821.0],[80.0],[219.0],[1171.0],[1088.0],[932.0],[518.0],[91.0],[742.0],[919.0],[410.0],[840.0],[297.0],[116.0],[473.0],[205.0],[154.0],[405.0],[1121.0],[1061.0],[1140.0],[280.0],[128.0],[1297.0],[208.0],[1049.0],[72.0],[1146.0],[958.0]
56,[69.0],[1424.0],[417.0],[1447.0],[531.0],[61.0],[661.0],[499.0],[661.0],[499.0],[810.0],[705.0],[1424.0],[1050.0],[1315.0],[1061.0],[1277.0],[1342.0],[661.0],[269.0],[154.0],[1426.0],[1277.0],[1011.0],[581.0],[390.0],[1168.0],[1148.0],[1217.0],[221.0],[499.0],[852.0],[441.0],[1094.0],[1150.0],[446.0],[810.0],[810.0],[1277.0],[810.0],[843.0],[661.0],[1424.0],[1277.0],[590.0],[518.0],[441.0],[441.0],[830.0],[143.0]
57,[731.0],[546.0],[1461.0],[356.0],[967.0],[725.0],[1372.0],[219.0],[403.0],[1122.0],[1060.0],[1160.0],[198.0],[385.0],[208.0],[271.0],[1313.0],[1158.0],[1029.0],[1439.0],[517.0],[1160.0],[376.0],[731.0],[1019.0],[725.0],[1271.0],[336.0],[892.0],[1445.0],[1002.0],[1109.0],[165.0],[721.0],[461.0],[1070.0],[737.0],[1136.0],[610.0],[1110.0],[389.0],[385.0],[523.0],[920.0],[771.0],[376.0],[12.0],[1395.0],[999.0],[62.0]
58,[571.0],[230.0],[606.0],[351.0],[618.0],[446.0],[171.0],[10.0],[499.0],[568.0],[932.0],[45.0],[661.0],[1424.0],[376.0],[679.0],[723.0],[1091.0],[499.0],[12.0],[1168.0],[977.0],[574.0],[351.0],[1324.0],[456.0],[1061.0],[69.0],[1299.0],[328.0],[878.0],[1028.0],[1264.0],[682.0],[67.0],[1083.0],[1283.0],[932.0],[671.0],[412.0],[120.0],[1110.0],[1044.0],[441.0],[36.0],[585.0],[1424.0],[349.0],[1227.0],[475.0]
59,[1277.0],[661.0],[643.0],[1406.0],[530.0],[127.0],[499.0],[446.0],[446.0],[446.0],[1061.0],[373.0],[1426.0],[134.0],[441.0],[1228.0],[1426.0],[1277.0],[446.0],[1277.0],[810.0],[208.0],[441.0],[1348.0],[305.0],[1350.0],[1435.0],[314.0],[1337.0],[1017.0],[446.0],[1458.0],[1424.0],[1221.0],[1189.0],[154.0],[932.0],[1061.0],[441.0],[1426.0],[1455.0],[499.0],[661.0],[1424.0],[261.0],[69.0],[581.0],[1424.0],[1111.0],[266.0]
60,[1140.0],[990.0],[771.0],[1277.0],[297.0],[771.0],[336.0],[1048.0],[811.0],[574.0],[948.0],[943.0],[88.0],[116.0],[128.0],[100.0],[472.0],[424.0],[943.0],[170.0],[618.0],[1140.0],[12.0],[1309.0],[1166.0],[219.0],[891.0],[1122.0],[403.0],[12.0],[795.0],[1116.0],[1166.0],[12.0],[559.0],[1027.0],[1110.0],[252.0],[336.0],[503.0],[309.0],[1307.0],[1447.0],[529.0],[376.0],[771.0],[1166.0],[1140.0],[62.0],[403.0]
61,[86.0],[1469.0],[854.0],[441.0],[761.0],[888.0],[446.0],[1007.0],[154.0],[408.0],[37.0],[1074.0],[1136.0],[499.0],[88.0],[825.0],[441.0],[1048.0],[116.0],[1166.0],[128.0],[143.0],[1122.0],[336.0],[1334.0],[261.0],[675.0],[1277.0],[435.0],[1224.0],[454.0],[551.0],[661.0],[152.0],[1407.0],[810.0],[1061.0],[1228.0],[1424.0],[932.0],[1013.0],[35.0],[948.0],[205.0],[502.0],[72.0],[1201.0],[1043.0],[940.0],[493.0]
62,[441.0],[499.0],[822.0],[1151.0],[120.0],[1355.0],[154.0],[154.0],[810.0],[154.0],[1228.0],[1134.0],[499.0],[256.0],[523.0],[1283.0],[1424.0],[441.0],[154.0],[513.0],[932.0],[98.0],[1424.0],[518.0],[498.0],[705.0],[1171.0],[931.0],[647.0],[1255.0],[154.0],[1209.0],[499.0],[664.0],[918.0],[932.0],[1007.0],[675.0],[661.0],[445.0],[1426.0],[446.0],[499.0],[661.0],[705.0],[1277.0],[661.0],[661.0],[213.0],[61.0]
63,[378.0],[611.0],[536.0],[1159.0],[973.0],[1372.0],[811.0],[901.0],[1160.0],[249.0],[1050.0],[1395.0],[427.0],[820.0],[1424.0],[1056.0],[1072.0],[1406.0],[98.0],[951.0],[1407.0],[62.0],[1166.0],[73.0],[12.0],[523.0],[249.0],[441.0],[1160.0],[931.0],[1305.0],[866.0],[314.0],[292.0],[1054.0],[725.0],[73.0],[1148.0],[891.0],[530.0],[1344.0],[1030.0],[931.0],[467.0],[1243.0],[352.0],[725.0],[931.0],[598.0],[716.0]
64,[25.0],[68.0],[895.0],[1424.0],[876.0],[154.0],[1202.0],[1026.0],[932.0],[104.0],[675.0],[1011.0],[446.0],[1062.0],[1120.0],[675.0],[661.0],[1002.0],[737.0],[252.0],[1061.0],[1069.0],[868.0],[1372.0],[1196.0],[591.0],[581.0],[1372.0],[266.0],[1464.0],[899.0],[375.0],[456.0],[576.0],[1307.0],[767.0],[1228.0],[205.0],[594.0],[208.0],[77.0],[292.0],[868.0],[909.0],[761.0],[351.0],[499.0],[1483.0],[61.0],[355.0]
65,[1424.0],[446.0],[980.0],[931.0],[1464.0],[1102.0],[810.0],[810.0],[1061.0],[810.0],[1171.0],[504.0],[154.0],[512.0],[1151.0],[1426.0],[499.0],[1424.0],[810.0],[441.0],[1002.0],[874.0],[661.0],[69.0],[226.0],[892.0],[1466.0],[12.0],[547.0],[391.0],[810.0],[621.0],[446.0],[809.0],[598.0],[1061.0],[675.0],[1171.0],[499.0],[717.0],[1422.0],[154.0],[446.0],[499.0],[721.0],[441.0],[154.0],[499.0],[973.0],[1088.0]
66,[1160.0],[884.0],[219.0],[661.0],[466.0],[396.0],[1447.0],[1083.0],[1140.0],[1302.0],[1452.0],[62.0],[795.0],[1435.0],[661.0],[1412.0],[351.0],[1027.0],[403.0],[894.0],[444.0],[1395.0],[716.0],[1110.0],[437.0],[1406.0],[1372.0],[1424.0],[658.0],[165.0],[1048.0],[164.0],[716.0],[1054.0],[234.0],[967.0],[1309.0],[536.0],[351.0],[517.0],[1492.0],[755.0],[716.0],[1236.0],[1136.0],[29.0],[151.0],[165.0],[1239.0],[943.0]
67,[777.0],[1272.0],[390.0],[771.0],[1262.0],[810.0],[1060.0],[1122.0],[1228.0],[1300.0],[259.0],[1218.0],[771.0],[51.0],[499.0],[579.0],[446.0],[1355.0],[820.0],[892.0],[205.0],[601.0],[127.0],[1277.0],[1426.0],[355.0],[1324.0],[574.0],[1270.0],[1054.0],[846.0],[1027.0],[154.0],[556.0],[618.0],[1117.0],[407.0],[581.0],[446.0],[571.0],[1338.0],[769.0],[154.0],[446.0],[1074.0],[1483.0],[98.0],[666.0],[374.0],[872.0]
68,[661.0],[154.0],[753.0],[12.0],[1054.0],[1230.0],[932.0],[932.0],[675.0],[1426.0],[581.0],[1217.0],[72.0],[869.0],[672.0],[1171.0],[154.0],[661.0],[932.0],[1424.0],[1228.0],[36.0],[499.0],[441.0],[139.0],[1074.0],[305.0],[1166.0],[683.0],[1488.0],[932.0],[847.0],[799.0],[960.0],[766.0],[1228.0],[1171.0],[1466.0],[154.0],[1061.0],[386.0],[810.0],[810.0],[154.0],[1011.0],[1424.0],[810.0],[446.0],[916.0],[379.0]
69,[403.0],[1053.0],[1007.0],[499.0],[1269.0],[868.0],[396.0],[356.0],[725.0],[1007.0],[1240.0],[1029.0],[280.0],[291.0],[446.0],[611.0],[891.0],[704.0],[901.0],[881.0],[530.0],[716.0],[892.0],[680.0],[769.0],[1027.0],[551.0],[661.0],[1166.0],[1166.0],[814.0],[1081.0],[769.0],[507.0],[1323.0],[1243.0],[731.0],[219.0],[1416.0],[270.0],[1394.0],[42.0],[977.0],[1499.0],[1007.0],[12.0],[523.0],[514.0],[855.0],[12.0]
70,[1080.0],[77.0],[261.0],[252.0],[1007.0],[932.0],[925.0],[574.0],[1171.0],[932.0],[1466.0],[1348.0],[810.0],[1426.0],[165.0],[1144.0],[810.0],[795.0],[707.0],[943.0],[675.0],[61.0],[1271.0],[252.0],[1370.0],[174.0],[1334.0],[249.0],[1457.0],[20.0],[1061.0],[523.0],[1159.0],[1321.0],[507.0],[264.0],[581.0],[1324.0],[280.0],[72.0],[1436.0],[165.0],[1472.0],[1283.0],[741.0],[898.0],[932.0],[1168.0],[319.0],[390.0]
71,[499.0],[810.0],[1162.0],[1007.0],[1209.0],[1061.0],[1061.0],[1061.0],[581.0],[957.0],[1324.0],[38.0],[932.0],[486.0],[1119.0],[581.0],[932.0],[499.0],[1061.0],[1050.0],[1171.0],[1070.0],[446.0],[1424.0],[1023.0],[1444.0],[42.0],[716.0],[322.0],[963.0],[1228.0],[900.0],[229.0],[1462.0],[708.0],[675.0],[1466.0],[305.0],[810.0],[1228.0],[372.0],[932.0],[932.0],[810.0],[1348.0],[661.0],[241.0],[154.0],[1038.0],[144.0]
72,[503.0],[276.0],[1148.0],[1435.0],[916.0],[1271.0],[1271.0],[1157.0],[523.0],[219.0],[467.0],[892.0],[1050.0],[35.0],[154.0],[990.0],[336.0],[1243.0],[1160.0],[249.0],[503.0],[1166.0],[1029.0],[186.0],[285.0],[536.0],[1136.0],[499.0],[165.0],[314.0],[115.0],[576.0],[683.0],[1209.0],[1209.0],[1021.0],[378.0],[1007.0],[376.0],[35.0],[931.0],[737.0],[1151.0],[1240.0],[219.0],[1166.0],[716.0],[1151.0],[12.0],[1166.0]
73,[709.0],[1176.0],[705.0],[446.0],[1350.0],[1228.0],[193.0],[1499.0],[1466.0],[1061.0],[305.0],[658.0],[376.0],[1465.0],[931.0],[1227.0],[1356.0],[948.0],[1228.0],[661.0],[1283.0],[101.0],[396.0],[1148.0],[522.0],[1011.0],[498.0],[551.0],[1088.0],[1209.0],[299.0],[641.0],[361.0],[299.0],[769.0],[1145.0],[945.0],[1334.0],[191.0],[199.0],[1262.0],[507.0],[115.0],[932.0],[16.0],[10.0],[1061.0],[128.0],[1338.0],[261.0]
74,[154.0],[932.0],[819.0],[219.0],[847.0],[405.0],[1228.0],[1228.0],[1324.0],[1228.0],[1334.0],[518.0],[1483.0],[446.0],[1149.0],[1466.0],[1061.0],[446.0],[675.0],[122.0],[581.0],[1188.0],[154.0],[661.0],[1440.0],[1426.0],[1196.0],[892.0],[185.0],[259.0],[675.0],[606.0],[1154.0],[1481.0],[420.0],[1171.0],[1324.0],[498.0],[932.0],[675.0],[1070.0],[1061.0],[1061.0],[1061.0],[518.0],[499.0],[540.0],[810.0],[591.0],[1169.0]
75,[62.0],[1294.0],[252.0],[154.0],[532.0],[1026.0],[127.0],[198.0],[292.0],[252.0],[920.0],[716.0],[489.0],[113.0],[810.0],[923.0],[1422.0],[374.0],[892.0],[1136.0],[116.0],[1027.0],[403.0],[1313.0],[931.0],[376.0],[252.0],[446.0],[931.0],[1151.0],[1375.0],[995.0],[507.0],[437.0],[892.0],[376.0],[503.0],[771.0],[1243.0],[1004.0],[1151.0],[186.0],[165.0],[80.0],[536.0],[1007.0],[892.0],[292.0],[931.0],[892.0]
76,[1142.0],[393.0],[852.0],[249.0],[1333.0],[675.0],[1472.0],[1236.0],[305.0],[675.0],[372.0],[69.0],[1061.0],[957.0],[1447.0],[386.0],[853.0],[1060.0],[1407.0],[551.0],[407.0],[889.0],[351.0],[536.0],[11.0],[1348.0],[226.0],[1136.0],[390.0],[847.0],[1171.0],[1042.0],[610.0],[652.0],[847.0],[183.0],[456.0],[121.0],[1061.0],[1483.0],[166.0],[73.0],[574.0],[407.0],[1262.0],[446.0],[312.0],[205.0],[343.0],[591.0]
77,[1455.0],[1061.0],[702.0],[536.0],[1104.0],[568.0],[675.0],[675.0],[1334.0],[1171.0],[498.0],[1457.0],[1243.0],[154.0],[932.0],[1324.0],[1228.0],[154.0],[1171.0],[499.0],[1466.0],[1021.0],[810.0],[499.0],[471.0],[208.0],[1370.0],[1029.0],[45.0],[1067.0],[581.0],[854.0],[483.0],[430.0],[276.0],[581.0],[305.0],[1196.0],[1228.0],[1171.0],[160.0],[1228.0],[1228.0],[1228.0],[670.0],[154.0],[675.0],[932.0],[872.0],[216.0]
78,[530.0],[1307.0],[551.0],[810.0],[475.0],[1122.0],[912.0],[489.0],[507.0],[376.0],[1342.0],[1166.0],[473.0],[1476.0],[72.0],[1294.0],[551.0],[314.0],[237.0],[336.0],[385.0],[1243.0],[1140.0],[906.0],[165.0],[1148.0],[1148.0],[154.0],[1151.0],[716.0],[1322.0],[1321.0],[437.0],[769.0],[648.0],[771.0],[530.0],[1406.0],[1027.0],[618.0],[811.0],[1019.0],[148.0],[1452.0],[252.0],[219.0],[1406.0],[507.0],[403.0],[1029.0]
79,[759.0],[476.0],[1074.0],[891.0],[1021.0],[1171.0],[1342.0],[529.0],[498.0],[476.0],[1196.0],[346.0],[1228.0],[818.0],[1355.0],[19.0],[947.0],[1157.0],[73.0],[891.0],[1324.0],[916.0],[891.0],[925.0],[1388.0],[396.0],[1023.0],[856.0],[261.0],[793.0],[1466.0],[706.0],[1416.0],[547.0],[165.0],[485.0],[1334.0],[226.0],[897.0],[1272.0],[1069.0],[675.0],[1409.0],[605.0],[69.0],[377.0],[1171.0],[737.0],[912.0],[705.0]
80,[810.0],[1228.0],[1474.0],[1136.0],[1088.0],[581.0],[1171.0],[1171.0],[540.0],[581.0],[226.0],[1277.0],[1027.0],[810.0],[524.0],[305.0],[675.0],[810.0],[581.0],[446.0],[1429.0],[1358.0],[932.0],[446.0],[50.0],[518.0],[522.0],[943.0],[207.0],[360.0],[1324.0],[1133.0],[1426.0],[590.0],[532.0],[1466.0],[219.0],[139.0],[675.0],[581.0],[243.0],[1151.0],[675.0],[675.0],[1277.0],[810.0],[1238.0],[1061.0],[461.0],[609.0]
81,[410.0],[67.0],[249.0],[932.0],[390.0],[891.0],[749.0],[581.0],[1406.0],[1243.0],[1409.0],[12.0],[675.0],[120.0],[1061.0],[1478.0],[514.0],[165.0],[1140.0],[416.0],[820.0],[376.0],[437.0],[1480.0],[314.0],[252.0],[536.0],[810.0],[12.0],[892.0],[1355.0],[760.0],[1482.0],[847.0],[12.0],[916.0],[517.0],[1027.0],[1013.0],[116.0],[1406.0],[923.0],[12.0],[1048.0],[1148.0],[704.0],[1027.0],[1447.0],[165.0],[1395.0]
82,[420.0],[1098.0],[1011.0],[1271.0],[261.0],[1466.0],[1409.0],[679.0],[1196.0],[1466.0],[1055.0],[441.0],[1168.0],[1216.0],[814.0],[208.0],[208.0],[932.0],[385.0],[351.0],[305.0],[468.0],[252.0],[1136.0],[208.0],[69.0],[1019.0],[252.0],[894.0],[532.0],[305.0],[307.0],[291.0],[109.0],[1333.0],[1322.0],[498.0],[1419.0],[53.0],[1168.0],[629.0],[1171.0],[1171.0],[957.0],[1188.0],[616.0],[1466.0],[1110.0],[162.0],[842.0]
83,[932.0],[1171.0],[1284.0],[262.0],[705.0],[158.0],[581.0],[1466.0],[324.0],[1324.0],[139.0],[1495.0],[1406.0],[29.0],[12.0],[1334.0],[1171.0],[1061.0],[1466.0],[154.0],[1334.0],[269.0],[1061.0],[154.0],[678.0],[72.0],[1440.0],[1395.0],[1005.0],[770.0],[1334.0],[895.0],[208.0],[1291.0],[120.0],[1324.0],[1196.0],[330.0],[1171.0],[1466.0],[191.0],[126.0],[581.0],[1171.0],[441.0],[932.0],[366.0],[1228.0],[881.0],[741.0]
84,[444.0],[820.0],[1372.0],[1061.0],[1074.0],[336.0],[868.0],[1201.0],[1027.0],[1027.0],[1444.0],[931.0],[1171.0],[1141.0],[1483.0],[1261.0],[135.0],[931.0],[42.0],[396.0],[378.0],[892.0],[769.0],[1165.0],[1151.0],[1136.0],[219.0],[932.0],[1447.0],[1447.0],[614.0],[222.0],[292.0],[989.0],[931.0],[811.0],[271.0],[437.0],[396.0],[385.0],[1007.0],[1080.0],[314.0],[574.0],[1027.0],[536.0],[1243.0],[437.0],[1160.0],[931.0]
85,[648.0],[1386.0],[1348.0],[127.0],[269.0],[1324.0],[767.0],[513.0],[226.0],[280.0],[1370.0],[1424.0],[581.0],[1284.0],[1228.0],[72.0],[878.0],[127.0],[1110.0],[1042.0],[945.0],[250.0],[771.0],[878.0],[1382.0],[351.0],[11.0],[285.0],[705.0],[1333.0],[498.0],[536.0],[1227.0],[683.0],[1104.0],[305.0],[1264.0],[6.0],[853.0],[128.0],[383.0],[581.0],[467.0],[581.0],[1436.0],[502.0],[874.0],[840.0],[327.0],[1074.0]
86,[1061.0],[581.0],[216.0],[1372.0],[1011.0],[367.0],[1466.0],[1324.0],[529.0],[305.0],[1023.0],[894.0],[523.0],[932.0],[1166.0],[1483.0],[581.0],[1228.0],[1324.0],[810.0],[498.0],[1412.0],[675.0],[810.0],[1349.0],[1277.0],[471.0],[62.0],[877.0],[433.0],[1196.0],[532.0],[1317.0],[1384.0],[731.0],[1334.0],[226.0],[1308.0],[581.0],[1324.0],[1228.0],[1165.0],[1466.0],[1466.0],[1424.0],[1061.0],[1324.0],[662.0],[69.0],[1436.0]
87,[1395.0],[385.0],[376.0],[1228.0],[1348.0],[574.0],[1026.0],[1145.0],[514.0],[1406.0],[554.0],[165.0],[1060.0],[270.0],[675.0],[1146.0],[249.0],[369.0],[12.0],[1271.0],[731.0],[1404.0],[989.0],[126.0],[478.0],[551.0],[1007.0],[1061.0],[524.0],[943.0],[1158.0],[603.0],[989.0],[931.0],[1151.0],[524.0],[707.0],[292.0],[1406.0],[820.0],[1136.0],[1480.0],[1166.0],[1122.0],[551.0],[716.0],[1029.0],[769.0],[314.0],[165.0]
88,[421.0],[1391.0],[973.0],[868.0],[896.0],[305.0],[1102.0],[7.0],[139.0],[586.0],[283.0],[551.0],[1466.0],[643.0],[1499.0],[945.0],[1194.0],[1026.0],[305.0],[932.0],[1264.0],[1112.0],[1007.0],[249.0],[444.0],[1026.0],[1388.0],[80.0],[1459.0],[146.0],[226.0],[771.0],[601.0],[543.0],[475.0],[1375.0],[139.0],[1100.0],[1466.0],[1176.0],[1157.0],[1466.0],[1026.0],[969.0],[46.0],[1436.0],[305.0],[1339.0],[484.0],[1011.0]
89,[1228.0],[1466.0],[1325.0],[861.0],[518.0],[43.0],[1324.0],[305.0],[80.0],[1334.0],[522.0],[661.0],[1428.0],[1061.0],[716.0],[1168.0],[72.0],[675.0],[1334.0],[1061.0],[1196.0],[638.0],[1171.0],[932.0],[472.0],[441.0],[50.0],[403.0],[1124.0],[864.0],[139.0],[1096.0],[102.0],[1495.0],[292.0],[498.0],[1370.0],[417.0],[1324.0],[305.0],[675.0],[906.0],[1324.0],[1324.0],[661.0],[1228.0],[498.0],[407.0],[753.0],[102.0]
90,[404.0],[116.0],[1243.0],[675.0],[416.0],[850.0],[1122.0],[515.0],[977.0],[523.0],[767.0],[499.0],[767.0],[1123.0],[1168.0],[774.0],[1372.0],[12.0],[437.0],[1029.0],[1309.0],[771.0],[186.0],[989.0],[1101.0],[1372.0],[771.0],[1228.0],[811.0],[524.0],[1301.0],[111.0],[1436.0],[532.0],[811.0],[250.0],[1160.0],[1140.0],[1271.0],[1294.0],[551.0],[764.0],[943.0],[1468.0],[523.0],[892.0],[1395.0],[354.0],[1151.0],[314.0]
91,[1327.0],[860.0],[518.0],[1026.0],[69.0],[205.0],[244.0],[1350.0],[1370.0],[645.0],[1440.0],[1140.0],[1324.0],[216.0],[1171.0],[407.0],[299.0],[868.0],[1123.0],[375.0],[226.0],[213.0],[943.0],[1288.0],[72.0],[291.0],[678.0],[675.0],[1074.0],[475.0],[440.0],[122.0],[149.0],[126.0],[1088.0],[115.0],[470.0],[36.0],[197.0],[549.0],[1083.0],[1324.0],[252.0],[29.0],[253.0],[46.0],[1047.0],[440.0],[284.0],[1348.0]
92,[675.0],[1324.0],[59.0],[716.0],[1277.0],[1484.0],[305.0],[1334.0],[396.0],[498.0],[11.0],[253.0],[725.0],[1228.0],[892.0],[128.0],[1126.0],[1171.0],[498.0],[1228.0],[868.0],[466.0],[581.0],[1228.0],[200.0],[1424.0],[1382.0],[1160.0],[1384.0],[344.0],[1340.0],[1215.0],[741.0],[886.0],[1029.0],[1196.0],[1023.0],[706.0],[305.0],[1334.0],[1171.0],[1313.0],[305.0],[305.0],[499.0],[675.0],[1334.0],[1494.0],[1277.0],[1042.0]
93,[1029.0],[618.0],[1027.0],[1171.0],[19.0],[1039.0],[574.0],[1472.0],[1413.0],[725.0],[1429.0],[446.0],[1355.0],[707.0],[581.0],[1250.0],[1136.0],[77.0],[291.0],[1395.0],[67.0],[57.0],[1110.0],[530.0],[1197.0],[891.0],[376.0],[1171.0],[725.0],[1029.0],[811.0],[519.0],[126.0],[165.0],[725.0],[1007.0],[1123.0],[403.0],[1273.0],[990.0],[252.0],[1309.0],[300.0],[1305.0],[249.0],[1148.0],[376.0],[1289.0],[1447.0],[855.0]
94,[1041.0],[436.0],[69.0],[1122.0],[441.0],[708.0],[280.0],[272.0],[1023.0],[1196.0],[471.0],[1174.0],[128.0],[59.0],[127.0],[205.0],[1481.0],[574.0],[126.0],[62.0],[139.0],[741.0],[1395.0],[891.0],[530.0],[336.0],[1288.0],[1402.0],[1011.0],[811.0],[201.0],[135.0],[323.0],[881.0],[390.0],[1305.0],[522.0],[741.0],[203.0],[205.0],[1145.0],[305.0],[1334.0],[1334.0],[404.0],[253.0],[1196.0],[428.0],[939.0],[598.0]
95,[1171.0],[305.0],[1385.0],[892.0],[1429.0],[600.0],[541.0],[498.0],[794.0],[701.0],[1388.0],[292.0],[591.0],[1324.0],[943.0],[498.0],[222.0],[581.0],[1196.0],[675.0],[1370.0],[386.0],[1466.0],[675.0],[126.0],[661.0],[478.0],[1140.0],[220.0],[1088.0],[524.0],[1010.0],[1358.0],[894.0],[314.0],[226.0],[1440.0],[1039.0],[1334.0],[498.0],[1466.0],[731.0],[498.0],[498.0],[446.0],[1171.0],[139.0],[979.0],[441.0],[656.0]
96,[1028.0],[1004.0],[1406.0],[581.0],[250.0],[1494.0],[80.0],[88.0],[1190.0],[811.0],[735.0],[314.0],[1444.0],[271.0],[205.0],[279.0],[822.0],[1166.0],[769.0],[896.0],[73.0],[368.0],[1309.0],[444.0],[1238.0],[868.0],[1243.0],[581.0],[523.0],[1395.0],[1447.0],[56.0],[1165.0],[1333.0],[1406.0],[269.0],[403.0],[62.0],[127.0],[611.0],[536.0],[1288.0],[892.0],[1026.0],[811.0],[943.0],[62.0],[1484.0],[524.0],[1140.0]
97,[755.0],[549.0],[1277.0],[574.0],[1424.0],[175.0],[1334.0],[1149.0],[105.0],[226.0],[1287.0],[154.0],[305.0],[1385.0],[1466.0],[1469.0],[1466.0],[1122.0],[270.0],[403.0],[470.0],[1111.0],[62.0],[1171.0],[1165.0],[499.0],[1101.0],[42.0],[965.0],[62.0],[434.0],[1372.0],[687.0],[1165.0],[261.0],[795.0],[898.0],[1436.0],[947.0],[1062.0],[1472.0],[1334.0],[80.0],[1196.0],[1256.0],[1042.0],[1370.0],[1055.0],[607.0],[57.0]
98,[1466.0],[1334.0],[85.0],[943.0],[1409.0],[433.0],[662.0],[1196.0],[704.0],[139.0],[50.0],[1420.0],[811.0],[305.0],[1029.0],[456.0],[952.0],[1466.0],[226.0],[1171.0],[1023.0],[502.0],[1324.0],[581.0],[1483.0],[446.0],[1197.0],[292.0],[886.0],[390.0],[725.0],[1104.0],[1144.0],[1463.0],[523.0],[139.0],[11.0],[1262.0],[498.0],[1196.0],[1324.0],[524.0],[1196.0],[256.0],[154.0],[1324.0],[1023.0],[1266.0],[1424.0],[1219.0]
99,[943.0],[389.0],[336.0],[1466.0],[46.0],[662.0],[1499.0],[427.0],[437.0],[524.0],[183.0],[810.0],[1429.0],[517.0],[1324.0],[727.0],[252.0],[476.0],[931.0],[1160.0],[1307.0],[343.0],[503.0],[437.0],[102.0],[1030.0],[1027.0],[1466.0],[1406.0],[403.0],[523.0],[1441.0],[1140.0],[314.0],[705.0],[219.0],[270.0],[1029.0],[523.0],[448.0],[771.0],[503.0],[1029.0],[811.0],[1372.0],[252.0],[771.0],[1474.0],[811.0],[1151.0]
