Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
70,24.923989295959473,26.86542844772339,28.046176433563232,31.33615732192993,35.95932197570801,36.110090255737305,36.16237258911133,36.106215476989746,36.1759614944458,36.521562576293945,36.159409523010254,34.92578983306885,580.4552097320557,37.595832109451294
71,24.360137462615967,26.44058084487915,27.4162015914917,30.404749155044556,35.30647158622742,35.495574951171875,35.57581830024719,35.6045036315918,35.56732630729675,35.78407621383667,35.61928915977478,35.182936668395996,559.2217376232147,38.80957889556885
72,25.728583097457886,27.2373149394989,27.7961323261261,30.92297625541687,35.4403920173645,35.46114659309387,35.508705854415894,35.54011273384094,35.50672006607056,35.60750079154968,35.59694528579712,35.320326805114746,304.6502797603607,39.86787962913513
73,24.973724842071533,26.62748622894287,27.1406090259552,30.12296152114868,34.69054579734802,34.796714544296265,34.78748965263367,34.80466103553772,34.808594942092896,37.27627491950989,34.82793426513672,34.84952139854431,304.37265181541443,39.23937773704529
74,25.32427144050598,26.911349058151245,27.937628507614136,31.125670671463013,36.10489201545715,36.257468938827515,36.214481592178345,36.09319710731506,36.06667375564575,36.02186322212219,35.945197105407715,35.22476887702942,505.58671975135803,37.6623215675354
75,25.505311965942383,27.408631324768066,28.274869441986084,31.367074012756348,36.42003130912781,36.409668922424316,36.36196684837341,36.31525182723999,36.410773277282715,36.666815996170044,36.71981477737427,36.666720390319824,332.3040962219238,39.376261949539185
76,24.7679500579834,26.961697816848755,27.834256887435913,31.081056356430054,35.74353265762329,35.89450192451477,35.95649313926697,35.97631907463074,36.085333585739136,36.136714458465576,36.001036167144775,35.04107928276062,583.157753944397,38.18909788131714
77,25.35344433784485,27.21316933631897,28.193434715270996,31.45108699798584,36.43253970146179,36.62948179244995,36.566508769989014,36.41659188270569,36.36608052253723,36.34130382537842,36.14256501197815,35.182947635650635,504.7111587524414,37.66928791999817
78,25.431455373764038,27.096381425857544,28.125203609466553,31.329898357391357,36.30273747444153,36.50791883468628,37.21206188201904,36.24940752983093,36.19844961166382,36.200756549835205,36.0990834236145,35.224682569503784,506.0388779640198,38.17652130126953
79,26.043490648269653,27.903783082962036,28.748336791992188,31.97111177444458,37.039340019226074,37.05562734603882,37.00138711929321,37.01509618759155,37.13225698471069,37.37044095993042,37.621867656707764,36.47107481956482,333.87440943717957,39.60783886909485
80,23.99772548675537,26.376208066940308,27.522990703582764,30.33442449569702,35.19726347923279,35.59031009674072,35.66116285324097,35.6789927482605,35.67057943344116,35.73524475097656,35.7393102645874,35.54543495178223,493.5153911113739,36.82737112045288
81,25.49463725090027,26.835832834243774,27.424760341644287,30.488088369369507,34.89958834648132,34.99457836151123,34.97430157661438,34.98620581626892,34.9749071598053,35.03629207611084,35.060956954956055,34.9747474193573,306.21982049942017,39.373823165893555
82,24.09466290473938,25.28851580619812,27.700915575027466,30.457056760787964,35.318578004837036,36.19923162460327,37.637582778930664,36.7635293006897,37.92671751976013,36.51867198944092,36.49097919464111,36.39593458175659,67.69416356086731,37.29624009132385
83,25.781699895858765,27.65101146697998,28.45785164833069,31.611780643463135,36.585278034210205,36.58211922645569,36.539748191833496,36.494842767715454,36.643879890441895,36.88457679748535,36.96589636802673,36.7766215801239,336.9712450504303,39.27137851715088
84,24.77003049850464,26.759814977645874,27.681947469711304,30.81611680984497,35.8144097328186,36.146076679229736,36.146735191345215,38.268664598464966,35.9861421585083,35.965495347976685,35.95683836936951,35.531476736068726,476.2979345321655,39.50704097747803
85,23.72332787513733,25.975144863128662,27.33873701095581,30.054853916168213,34.9105167388916,35.60061025619507,35.89284896850586,35.774186849594116,35.72658109664917,35.71830177307129,35.73461675643921,35.70796012878418,280.34245204925537,36.79771423339844
86,25.386123418807983,27.083385705947876,27.98634433746338,31.181493282318115,38.89911079406738,36.13287925720215,35.89265537261963,36.01980710029602,35.79466152191162,35.711456537246704,35.72352838516235,35.08310389518738,484.4240663051605,38.21971273422241
87,25.57741379737854,27.435166120529175,28.239910125732422,31.396438360214233,36.38005709648132,36.40606379508972,36.328513383865356,36.339165925979614,36.45921611785889,36.70453906059265,36.77754330635071,36.63957500457764,335.7195498943329,39.066457986831665
88,25.69590187072754,27.579297065734863,28.373486518859863,31.536024570465088,36.54453992843628,36.55026388168335,36.475576877593994,36.49956727027893,36.612974882125854,36.894939661026,36.964956521987915,36.74575066566467,336.27336072921753,39.24903225898743
89,25.499136209487915,27.08609437942505,27.49149441719055,30.565354824066162,34.985902070999146,35.05670142173767,35.05778646469116,35.01400876045227,34.975467920303345,35.09696555137634,35.174169301986694,35.058860063552856,307.1077697277069,39.47345161437988
